,open,high,low,close,adjclose,volume,ticker
2021-03-23,2.490000009536743,2.490000009536743,2.319999933242798,2.390000104904175,2.390000104904175,7706400,ATOS
2021-03-24,2.390000104904175,2.4200000762939453,2.1500000953674316,2.1600000858306885,2.1600000858306885,10385600,ATOS
2021-03-25,2.0999999046325684,2.299999952316284,2.0199999809265137,2.259999990463257,2.259999990463257,9055400,ATOS
2021-03-26,2.200000047683716,2.25,2.0299999713897705,2.1600000858306885,2.1600000858306885,9063500,ATOS
2021-03-29,2.0999999046325684,2.109999895095825,1.9700000286102295,2.049999952316284,2.049999952316284,9035700,ATOS
2021-03-30,2.0199999809265137,2.0899999141693115,1.909999966621399,2.049999952316284,2.049999952316284,6988000,ATOS
2021-03-31,2.0199999809265137,2.1500000953674316,1.9900000095367432,2.109999895095825,2.109999895095825,7067100,ATOS
2021-04-01,2.109999895095825,2.180000066757202,2.049999952316284,2.1600000858306885,2.1600000858306885,6745500,ATOS
2021-04-05,2.1700000762939453,2.1700000762939453,2.009999990463257,2.119999885559082,2.119999885559082,6323700,ATOS
2021-04-06,2.049999952316284,2.119999885559082,2.0399999618530273,2.0399999618530273,2.0399999618530273,3562700,ATOS
2021-04-07,2.049999952316284,2.190000057220459,2.0199999809265137,2.1600000858306885,2.1600000858306885,5579100,ATOS
2021-04-08,2.140000104904175,2.180000066757202,2.0,2.059999942779541,2.059999942779541,6340600,ATOS
2021-04-09,2.0399999618530273,2.0799999237060547,2.0,2.0199999809265137,2.0199999809265137,2787900,ATOS
2021-04-12,2.0199999809265137,2.0299999713897705,1.8600000143051147,1.899999976158142,1.899999976158142,7022500,ATOS
2021-04-13,1.8600000143051147,1.8700000047683716,1.75,1.840000033378601,1.840000033378601,5695600,ATOS
2021-04-14,1.7899999618530273,2.0,1.7599999904632568,1.8600000143051147,1.8600000143051147,6526800,ATOS
2021-04-15,1.8600000143051147,1.909999966621399,1.6699999570846558,1.7300000190734863,1.7300000190734863,6661500,ATOS
2021-04-16,1.649999976158142,1.7300000190734863,1.5700000524520874,1.6299999952316284,1.6299999952316284,5475300,ATOS
2021-04-19,1.6299999952316284,1.659999966621399,1.4800000190734863,1.5199999809265137,1.5199999809265137,6929300,ATOS
2021-04-20,1.5199999809265137,1.649999976158142,1.4900000095367432,1.5499999523162842,1.5499999523162842,5486700,ATOS
2021-04-21,1.5399999618530273,1.75,1.5199999809265137,1.7000000476837158,1.7000000476837158,4194000,ATOS
2021-04-22,1.7400000095367432,1.7999999523162842,1.6699999570846558,1.7400000095367432,1.7400000095367432,5140100,ATOS
2021-04-23,1.7899999618530273,1.8200000524520874,1.7100000381469727,1.7699999809265137,1.7699999809265137,4432500,ATOS
2021-04-26,1.7699999809265137,1.9600000381469727,1.75,1.9600000381469727,1.9600000381469727,5263100,ATOS
2021-04-27,2.0299999713897705,2.119999885559082,1.899999976158142,1.9600000381469727,1.9600000381469727,7718400,ATOS
2021-04-28,1.9500000476837158,2.4200000762939453,1.8700000047683716,2.200000047683716,2.200000047683716,20846400,ATOS
2021-04-29,2.309999942779541,2.6700000762939453,2.259999990463257,2.319999933242798,2.319999933242798,37719700,ATOS
2021-04-30,2.359999895095825,2.4600000381469727,2.1500000953674316,2.3299999237060547,2.3299999237060547,15150300,ATOS
2021-05-03,2.390000104904175,2.490000009536743,2.259999990463257,2.4800000190734863,2.4800000190734863,11729500,ATOS
2021-05-04,2.4200000762939453,2.4600000381469727,2.2100000381469727,2.309999942779541,2.309999942779541,8886100,ATOS
2021-05-05,2.259999990463257,2.630000114440918,2.190000057220459,2.4200000762939453,2.4200000762939453,14368700,ATOS
2021-05-06,2.380000114440918,2.390000104904175,2.1700000762939453,2.359999895095825,2.359999895095825,12988300,ATOS
2021-05-07,2.3499999046325684,2.799999952316284,2.319999933242798,2.740000009536743,2.740000009536743,18629300,ATOS
2021-05-10,2.700000047683716,3.0799999237060547,2.559999942779541,2.7699999809265137,2.7699999809265137,19565900,ATOS
2021-05-11,2.6500000953674316,2.940000057220459,2.5399999618530273,2.619999885559082,2.619999885559082,11532500,ATOS
2021-05-12,2.5899999141693115,2.7799999713897705,2.440000057220459,2.4600000381469727,2.4600000381469727,9152400,ATOS
2021-05-13,2.559999942779541,2.569999933242798,2.2799999713897705,2.359999895095825,2.359999895095825,8416500,ATOS
2021-05-14,2.4100000858306885,3.0,2.4100000858306885,2.9000000953674316,2.9000000953674316,24142600,ATOS
2021-05-17,3.180000066757202,3.4000000953674316,3.059999942779541,3.2300000190734863,3.2300000190734863,32623100,ATOS
2021-05-18,3.2699999809265137,3.4200000762939453,3.109999895095825,3.190000057220459,3.190000057220459,18850000,ATOS
2021-05-19,3.0899999141693115,3.2899999618530273,3.0,3.2300000190734863,3.2300000190734863,9040100,ATOS
2021-05-20,3.259999990463257,3.3499999046325684,3.180000066757202,3.25,3.25,6786400,ATOS
2021-05-21,3.259999990463257,3.4000000953674316,3.200000047683716,3.2300000190734863,3.2300000190734863,11575100,ATOS
2021-05-24,3.240000009536743,3.2899999618530273,3.130000114440918,3.1600000858306885,3.1600000858306885,6243700,ATOS
2021-05-25,3.1700000762939453,3.25,3.0399999618530273,3.059999942779541,3.059999942779541,6168000,ATOS
2021-05-26,3.0,3.200000047683716,2.9100000858306885,3.119999885559082,3.119999885559082,6971500,ATOS
2021-05-27,3.140000104904175,3.259999990463257,3.069999933242798,3.180000066757202,3.180000066757202,6137500,ATOS
2021-05-28,3.180000066757202,3.299999952316284,3.1600000858306885,3.2200000286102295,3.2200000286102295,4988800,ATOS
2021-06-01,3.319999933242798,3.990000009536743,3.309999942779541,3.869999885559082,3.869999885559082,20649600,ATOS
2021-06-02,3.990000009536743,4.239999771118164,3.5399999618530273,3.940000057220459,3.940000057220459,22841500,ATOS
2021-06-03,3.940000057220459,4.670000076293945,3.869999885559082,4.440000057220459,4.440000057220459,19845100,ATOS
2021-06-04,4.550000190734863,4.920000076293945,4.21999979019165,4.619999885559082,4.619999885559082,17531200,ATOS
2021-06-07,4.900000095367432,6.389999866485596,4.900000095367432,6.010000228881836,6.010000228881836,63388400,ATOS
2021-06-08,6.300000190734863,6.820000171661377,4.820000171661377,6.070000171661377,6.070000171661377,43764800,ATOS
2021-06-09,5.570000171661377,5.800000190734863,4.150000095367432,4.400000095367432,4.400000095367432,54638900,ATOS
2021-06-10,4.150000095367432,4.679999828338623,3.8299999237060547,4.070000171661377,4.070000171661377,25310900,ATOS
2021-06-11,4.480000019073486,4.489999771118164,4.119999885559082,4.309999942779541,4.309999942779541,13891600,ATOS
2021-06-14,4.409999847412109,4.840000152587891,4.349999904632568,4.619999885559082,4.619999885559082,13961300,ATOS
2021-06-15,4.630000114440918,4.800000190734863,4.429999828338623,4.619999885559082,4.619999885559082,8078100,ATOS
2021-06-16,4.639999866485596,4.71999979019165,4.449999809265137,4.650000095367432,4.650000095367432,7603900,ATOS
2021-06-17,4.659999847412109,5.550000190734863,4.619999885559082,5.139999866485596,5.139999866485596,22902000,ATOS
2021-06-18,5.130000114440918,5.550000190734863,5.019999980926514,5.349999904632568,5.349999904632568,16691000,ATOS
2021-06-21,5.599999904632568,5.889999866485596,5.449999809265137,5.889999866485596,5.889999866485596,14716200,ATOS
2021-06-22,6.25,7.659999847412109,6.059999942779541,7.019999980926514,7.019999980926514,76700000,ATOS
2021-06-23,6.599999904632568,7.28000020980835,6.519999980926514,7.150000095367432,7.150000095367432,22658200,ATOS
2021-06-24,7.28000020980835,8.479999542236328,7.110000133514404,7.920000076293945,7.920000076293945,54185300,ATOS
2021-06-25,8.010000228881836,9.800000190734863,7.920000076293945,8.619999885559082,8.619999885559082,92513200,ATOS
2021-06-28,7.610000133514404,8.5,6.789999961853027,8.25,8.25,40468000,ATOS
2021-06-29,7.940000057220459,8.079999923706055,7.190000057220459,7.21999979019165,7.21999979019165,17749400,ATOS
2021-06-30,6.659999847412109,6.889999866485596,6.050000190734863,6.320000171661377,6.320000171661377,31335700,ATOS
2021-07-01,6.150000095367432,6.789999961853027,6.119999885559082,6.400000095367432,6.400000095367432,14121100,ATOS
2021-07-02,6.539999961853027,6.599999904632568,5.269999980926514,5.369999885559082,5.369999885559082,27882500,ATOS
2021-07-06,5.230000019073486,6.400000095367432,5.110000133514404,5.690000057220459,5.690000057220459,25758700,ATOS
2021-07-07,5.769999980926514,6.079999923706055,5.320000171661377,5.550000190734863,5.550000190734863,13330300,ATOS
2021-07-08,5.28000020980835,5.730000019073486,5.170000076293945,5.550000190734863,5.550000190734863,9887300,ATOS
2021-07-09,5.789999961853027,5.809999942779541,5.139999866485596,5.320000171661377,5.320000171661377,14472200,ATOS
2021-07-12,5.300000190734863,5.590000152587891,4.960000038146973,5.590000152587891,5.590000152587891,11877900,ATOS
2021-07-13,5.510000228881836,6.78000020980835,5.409999847412109,6.340000152587891,6.340000152587891,38682000,ATOS
2021-07-14,6.78000020980835,7.150000095367432,5.929999828338623,6.349999904632568,6.349999904632568,28317300,ATOS
2021-07-15,6.239999771118164,6.699999809265137,5.489999771118164,5.619999885559082,5.619999885559082,19134600,ATOS
2021-07-16,5.679999828338623,5.820000171661377,4.320000171661377,4.5,4.5,44790700,ATOS
2021-07-19,4.119999885559082,4.239999771118164,3.7100000381469727,3.9000000953674316,3.9000000953674316,24917900,ATOS
2021-07-20,3.940000057220459,4.019999980926514,3.75,3.940000057220459,3.940000057220459,11669500,ATOS
2021-07-21,4.0,4.420000076293945,4.0,4.239999771118164,4.239999771118164,14822500,ATOS
2021-07-22,4.179999828338623,4.230000019073486,3.940000057220459,4.110000133514404,4.110000133514404,8080200,ATOS
2021-07-23,4.039999961853027,4.570000171661377,3.7799999713897705,4.179999828338623,4.179999828338623,22167200,ATOS
2021-07-26,4.079999923706055,4.480000019073486,3.8399999141693115,3.9600000381469727,3.9600000381469727,12329100,ATOS
2021-07-27,3.950000047683716,4.010000228881836,3.7100000381469727,3.9200000762939453,3.9200000762939453,8125500,ATOS
2021-07-28,3.890000104904175,4.110000133514404,3.8399999141693115,3.950000047683716,3.950000047683716,7564200,ATOS
2021-07-29,4.0,4.179999828338623,3.880000114440918,3.9000000953674316,3.9000000953674316,7758900,ATOS
2021-07-30,3.700000047683716,3.7200000286102295,2.799999952316284,2.990000009536743,2.990000009536743,41285500,ATOS
2021-08-02,2.9700000286102295,3.069999933242798,2.880000114440918,2.9100000858306885,2.9100000858306885,12433600,ATOS
2021-08-03,2.9100000858306885,2.940000057220459,2.75,2.890000104904175,2.890000104904175,8936600,ATOS
2021-08-04,2.890000104904175,3.450000047683716,2.869999885559082,3.1500000953674316,3.1500000953674316,21479500,ATOS
2021-08-05,3.1700000762939453,3.4100000858306885,3.0799999237060547,3.3299999237060547,3.3299999237060547,8831900,ATOS
2021-08-06,3.369999885559082,3.4000000953674316,3.25,3.380000114440918,3.380000114440918,5504900,ATOS
2021-08-09,3.369999885559082,3.440000057220459,3.299999952316284,3.3299999237060547,3.3299999237060547,4635300,ATOS
2021-08-10,3.259999990463257,3.359999895095825,3.240000009536743,3.2899999618530273,3.2899999618530273,4391800,ATOS
2021-08-11,3.299999952316284,3.299999952316284,3.0799999237060547,3.180000066757202,3.180000066757202,7205100,ATOS
2021-08-12,3.200000047683716,3.4600000381469727,3.1600000858306885,3.309999942779541,3.309999942779541,8332600,ATOS
2021-08-13,3.309999942779541,3.3399999141693115,3.1500000953674316,3.2200000286102295,3.2200000286102295,5733600,ATOS
2021-08-16,3.180000066757202,3.2100000381469727,3.0399999618530273,3.130000114440918,3.130000114440918,4299800,ATOS
2021-08-17,3.0799999237060547,3.259999990463257,3.0399999618530273,3.2300000190734863,3.2300000190734863,5639500,ATOS
2021-08-18,3.180000066757202,3.390000104904175,3.0999999046325684,3.259999990463257,3.259999990463257,5163600,ATOS
2021-08-19,3.2699999809265137,3.4000000953674316,3.180000066757202,3.200000047683716,3.200000047683716,4411400,ATOS
2021-08-20,3.190000057220459,3.3299999237060547,3.1700000762939453,3.259999990463257,3.259999990463257,3492500,ATOS
2021-08-23,3.259999990463257,3.440000057220459,3.240000009536743,3.3499999046325684,3.3499999046325684,5836900,ATOS
2021-08-24,3.4000000953674316,3.700000047683716,3.369999885559082,3.6600000858306885,3.6600000858306885,8404800,ATOS
2021-08-25,3.640000104904175,3.859999895095825,3.569999933242798,3.7100000381469727,3.7100000381469727,5934100,ATOS
2021-08-26,3.640000104904175,3.8399999141693115,3.5899999141693115,3.7699999809265137,3.7699999809265137,4761100,ATOS
